Customer ID,Gender,Age,Subscription Type,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Churn
OTT-001167,Female,35,Standard,15.49,37,36.8,2,1,4,1,0
OTT-001168,Male,63,Basic,9.99,8,68.9,2,2,1,1,0
OTT-001169,Female,40,Premium,22.99,35,36.8,8,3,3,1,0
OTT-001170,Male,19,Premium,22.99,42,19.2,18,3,5,0,0
OTT-001171,Male,60,Standard,15.49,2,1.0,0,1,1,1,1
OTT-001172,Male,48,Standard,15.49,5,16.2,31,4,2,1,1
OTT-001173,Male,47,Standard,15.49,40,26.1,14,3,1,0,0
OTT-001174,Male,28,Standard,15.49,32,71.9,5,3,1,1,0
OTT-001175,Female,39,Standard,15.49,40,67.5,3,2,1,0,0
OTT-001176,Male,19,Basic,9.99,35,49.1,4,5,2,0,0
OTT-001177,Male,50,Basic,9.99,5,32.1,12,3,4,1,0
OTT-001178,Male,21,Basic,9.99,5,49.0,22,5,5,0,0
OTT-001179,Male,30,Standard,15.49,30,1.0,30,5,3,1,1
OTT-001180,Male,69,Basic,9.99,15,43.2,1,3,3,0,0
OTT-001181,Female,44,Basic,9.99,12,62.3,27,3,5,2,0
OTT-001182,Male,58,Standard,15.49,12,33.7,14,3,3,1,0
OTT-001183,Female,64,Standard,15.49,22,54.4,27,3,4,0,0
OTT-001184,Male,66,Premium,22.99,39,48.5,17,2,2,2,0
OTT-001185,Male,66,Standard,15.49,28,28.8,0,5,4,2,0
OTT-001186,Female,56,Standard,15.49,46,36.5,6,3,1,0,0
OTT-001187,Male,42,Standard,15.49,30,27.1,11,1,2,0,1
OTT-001188,Male,51,Premium,22.99,43,42.1,2,4,2,1,0
OTT-001189,Female,24,Basic,9.99,34,27.5,11,5,3,0,0
OTT-001190,Male,64,Basic,9.99,1,60.3,9,3,1,0,0
OTT-001191,Female,31,Basic,9.99,13,51.2,1,3,4,0,0
OTT-001192,Female,26,Standard,15.49,21,74.5,5,3,3,0,0
OTT-001193,Male,53,Standard,15.49,44,66.0,31,5,3,1,0
OTT-001194,Female,67,Basic,9.99,45,79.3,15,5,2,0,0
OTT-001195,Female,59,Basic,9.99,50,35.2,22,3,1,0,0
OTT-001196,Female,22,Premium,22.99,8,62.7,14,3,2,2,0
OTT-001197,Male,65,Basic,9.99,50,1.0,36,3,3,1,1
OTT-001198,Male,26,Standard,15.49,40,76.0,14,3,1,1,0
OTT-001199,Male,56,Basic,9.99,44,40.6,16,3,5,1,0
OTT-001200,Male,32,Premium,22.99,50,53.5,2,1,2,2,0
OTT-001201,Male,18,Basic,9.99,21,68.7,5,1,5,0,0
OTT-001202,Male,68,Standard,15.49,24,64.6,8,2,3,0,0
OTT-001203,Female,23,Basic,9.99,47,49.1,18,2,5,0,0
OTT-001204,Female,34,Basic,9.99,58,25.4,13,4,3,0,0
OTT-001205,Male,19,Standard,15.49,58,52.6,8,5,4,0,0
OTT-001206,Male,65,Standard,15.49,20,13.7,5,3,1,0,0
OTT-001207,Male,35,Standard,15.49,56,15.6,29,4,2,1,1
OTT-001208,Female,46,Basic,9.99,3,48.1,5,4,3,1,0
OTT-001209,Male,20,Standard,15.49,24,32.6,10,4,2,0,0
OTT-001210,Male,39,Standard,15.49,32,50.1,7,4,4,1,0
OTT-001211,Male,25,Premium,22.99,49,3.3,2,5,4,1,0
OTT-001212,Male,45,Premium,22.99,41,59.1,9,3,4,0,0
OTT-001213,Female,67,Basic,9.99,26,67.7,1,5,4,1,0
OTT-001214,Male,37,Premium,22.99,23,42.1,62,2,2,0,0
OTT-001215,Female,27,Premium,22.99,49,79.1,18,2,4,0,0
OTT-001216,Female,48,Standard,15.49,49,64.0,10,4,2,0,0
OTT-001217,Male,21,Standard,15.49,6,82.5,1,1,3,0,0
OTT-001218,Male,26,Standard,15.49,41,68.1,10,1,5,0,0
OTT-001219,Male,42,Premium,22.99,22,59.8,1,5,1,1,0
OTT-001220,Male,22,Standard,15.49,28,64.2,7,2,2,3,0
OTT-001221,Male,40,Basic,9.99,21,61.0,5,3,1,0,0
OTT-001222,Male,43,Basic,9.99,31,40.4,12,2,3,0,0
OTT-001223,Female,55,Basic,9.99,42,26.3,25,4,2,1,1
OTT-001224,Female,49,Basic,9.99,58,30.9,1,3,1,0,0
OTT-001225,Male,51,Basic,9.99,12,1.0,40,3,1,2,1
OTT-001226,Male,37,Standard,15.49,19,53.2,6,4,3,0,0
OTT-001227,Male,45,Standard,15.49,24,58.6,29,2,3,0,1
OTT-001228,Male,65,Standard,15.49,28,25.2,1,5,5,2,0
OTT-001229,Female,24,Basic,9.99,6,69.1,0,2,4,1,0
OTT-001230,Female,50,Basic,9.99,22,47.5,0,4,3,2,0
OTT-001231,Male,40,Standard,15.49,13,60.8,9,2,5,0,0
OTT-001232,Male,18,Basic,9.99,19,80.0,13,1,1,0,0
OTT-001233,Female,58,Standard,15.49,9,26.6,3,3,2,0,1
OTT-001234,Male,68,Basic,9.99,21,70.9,40,2,2,0,0
OTT-001235,Female,27,Basic,9.99,2,41.2,5,5,4,1,0
OTT-001236,Female,53,Basic,9.99,52,72.3,19,1,1,0,0
OTT-001237,Male,47,Basic,9.99,14,21.3,2,4,5,1,0
OTT-001238,Male,29,Basic,9.99,42,38.3,2,2,1,0,0
OTT-001239,Female,45,Standard,15.49,1,1.0,0,3,1,2,1
OTT-001240,Female,57,Standard,15.49,5,6.5,5,1,5,0,0
OTT-001241,Female,58,Basic,9.99,32,70.7,33,4,4,1,0
OTT-001242,Male,38,Basic,9.99,3,57.2,3,2,5,0,0
OTT-001243,Female,68,Basic,9.99,11,63.8,19,2,1,0,0
OTT-001244,Male,59,Standard,15.49,10,37.4,6,2,2,0,0
OTT-001245,Male,46,Basic,9.99,40,29.7,18,2,3,0,0
OTT-001246,Female,58,Basic,9.99,29,23.6,12,5,1,2,0
OTT-001247,Male,56,Premium,22.99,54,42.4,5,1,3,1,0
OTT-001248,Female,67,Standard,15.49,42,42.8,11,5,3,1,0
OTT-001249,Male,35,Standard,15.49,27,1.0,24,4,4,1,1
OTT-001250,Female,68,Basic,9.99,17,33.4,2,2,5,1,0
OTT-001251,Female,20,Basic,9.99,50,81.7,5,5,3,1,0
OTT-001252,Female,28,Basic,9.99,8,44.5,5,1,1,1,0
OTT-001253,Female,30,Premium,22.99,39,1.0,3,5,1,4,1
OTT-001254,Male,21,Standard,15.49,28,51.4,19,5,4,1,0
OTT-001255,Female,26,Basic,9.99,1,28.2,1,5,4,2,1
OTT-001256,Male,64,Basic,9.99,52,51.0,16,1,1,1,0
OTT-001257,Male,58,Basic,9.99,38,85.7,2,3,2,0,0
OTT-001258,Male,27,Basic,9.99,14,82.5,9,1,5,1,0
OTT-001259,Female,28,Standard,15.49,56,1.0,12,3,4,0,0
OTT-001260,Male,47,Basic,9.99,42,54.3,27,5,3,2,1
OTT-001261,Male,69,Standard,15.49,39,34.9,2,3,4,2,0
OTT-001262,Male,52,Standard,15.49,26,41.6,1,5,3,5,1
OTT-001263,Male,45,Standard,15.49,2,49.9,3,4,2,0,0
OTT-001264,Male,47,Basic,9.99,53,26.2,0,3,4,2,0
OTT-001265,Male,31,Premium,22.99,20,44.4,0,3,4,0,0
OTT-001266,Female,49,Standard,15.49,18,31.3,4,5,1,3,1
OTT-001267,Male,21,Standard,15.49,41,45.2,24,5,1,0,0
OTT-001268,Male,38,Basic,9.99,11,69.1,5,3,5,0,0
OTT-001269,Male,45,Basic,9.99,51,69.6,15,5,2,1,0
OTT-001270,Male,23,Standard,15.49,45,55.3,11,5,1,0,0
OTT-001271,Female,68,Basic,9.99,13,45.2,30,5,2,0,0
OTT-001272,Male,57,Standard,15.49,43,41.9,3,1,1,2,0
OTT-001273,Female,38,Basic,9.99,21,36.8,33,4,3,1,0
OTT-001274,Female,56,Standard,15.49,24,38.5,24,5,5,0,0
OTT-001275,Female,46,Premium,22.99,7,49.3,2,4,5,0,1
OTT-001276,Female,48,Basic,9.99,56,58.7,13,1,3,0,0
OTT-001277,Female,49,Premium,22.99,3,84.4,23,4,5,1,0
OTT-001278,Female,20,Basic,9.99,40,22.0,6,5,4,0,0
OTT-001279,Female,19,Standard,15.49,52,58.7,3,2,2,0,0
OTT-001280,Female,24,Premium,22.99,50,44.8,3,2,3,1,0
OTT-001281,Female,48,Basic,9.99,50,24.8,0,2,2,1,0
OTT-001282,Female,59,Basic,9.99,45,62.2,3,2,4,0,0
OTT-001283,Female,52,Basic,9.99,45,1.0,3,3,4,1,0
OTT-001284,Male,31,Basic,9.99,7,19.5,15,1,2,0,1
OTT-001285,Male,48,Standard,15.49,50,61.6,6,3,1,0,0
OTT-001286,Male,27,Standard,15.49,56,47.5,3,4,2,2,0
OTT-001287,Female,45,Standard,15.49,25,31.1,3,3,5,2,0
OTT-001288,Male,59,Standard,15.49,42,64.9,46,3,3,1,0
OTT-001289,Male,53,Basic,9.99,9,57.0,1,3,4,1,0
OTT-001290,Male,37,Basic,9.99,33,44.6,24,4,5,0,0
OTT-001291,Female,39,Standard,15.49,27,54.1,6,3,4,2,0
OTT-001292,Male,57,Basic,9.99,55,78.4,24,1,1,0,0
OTT-001293,Female,52,Basic,9.99,1,21.3,11,5,5,0,0
OTT-001294,Female,28,Standard,15.49,15,26.0,2,4,1,0,0
OTT-001295,Female,49,Standard,15.49,19,42.1,2,5,3,1,0
OTT-001296,Male,31,Basic,9.99,10,1.0,38,1,4,1,1
OTT-001297,Male,60,Basic,9.99,18,51.7,10,5,3,0,0
OTT-001298,Male,64,Premium,22.99,59,1.0,13,3,2,0,0
OTT-001299,Male,52,Basic,9.99,2,25.6,4,4,3,0,0
OTT-001300,Male,37,Premium,22.99,34,13.7,6,4,5,1,0
OTT-001301,Male,18,Premium,22.99,59,24.1,27,5,2,1,1
OTT-001302,Male,45,Standard,15.49,54,10.5,6,5,3,2,0
OTT-001303,Male,44,Premium,22.99,54,1.0,4,5,4,0,0
OTT-001304,Female,45,Standard,15.49,3,40.4,20,1,4,2,1
OTT-001305,Female,19,Basic,9.99,49,76.0,10,1,5,0,0
OTT-001306,Female,39,Basic,9.99,24,49.2,34,3,4,0,0
OTT-001307,Male,24,Basic,9.99,43,47.6,27,3,5,1,0
OTT-001308,Female,62,Basic,9.99,6,60.0,22,1,5,1,0
OTT-001309,Male,69,Premium,22.99,25,37.3,3,4,1,0,0
OTT-001310,Female,31,Basic,9.99,41,48.1,12,3,2,0,0
OTT-001311,Male,59,Standard,15.49,26,55.7,3,2,5,3,0
OTT-001312,Male,66,Basic,9.99,58,39.0,2,1,2,0,0
OTT-001313,Female,55,Standard,15.49,35,34.7,7,4,5,0,0
OTT-001314,Male,68,Premium,22.99,24,75.8,3,2,3,0,0
OTT-001315,Male,54,Premium,22.99,27,35.3,16,4,4,1,0
OTT-001316,Female,51,Basic,9.99,27,57.1,8,3,1,0,0
OTT-001317,Male,27,Basic,9.99,35,36.2,27,5,3,1,0
OTT-001318,Female,57,Premium,22.99,12,12.7,3,3,2,0,0
OTT-001319,Male,67,Premium,22.99,21,51.4,0,5,5,3,0
OTT-001320,Male,45,Basic,9.99,35,65.4,5,5,4,2,0
OTT-001321,Female,37,Basic,9.99,55,55.1,21,4,2,1,0
OTT-001322,Female,55,Standard,15.49,49,54.4,17,3,1,0,0
OTT-001323,Male,21,Standard,15.49,52,77.6,24,4,2,0,0
OTT-001324,Male,30,Premium,22.99,37,66.9,4,3,4,1,0
OTT-001325,Female,22,Basic,9.99,11,8.0,11,1,4,0,1
OTT-001326,Female,38,Standard,15.49,15,26.3,8,5,1,3,1
OTT-001327,Female,62,Standard,15.49,33,40.3,4,1,4,1,0
OTT-001328,Male,26,Standard,15.49,55,47.4,13,3,2,1,0
OTT-001329,Male,54,Standard,15.49,56,30.5,3,4,1,2,0
OTT-001330,Male,67,Basic,9.99,27,87.4,28,5,1,0,0
OTT-001331,Male,46,Basic,9.99,2,53.6,4,3,4,0,0
OTT-001332,Female,28,Basic,9.99,31,34.5,22,4,1,0,0
OTT-001333,Male,31,Standard,15.49,39,9.6,0,5,2,0,0
OTT-001334,Male,20,Standard,15.49,48,57.0,8,2,2,0,0
OTT-001335,Female,64,Basic,9.99,47,51.4,1,3,4,2,0
OTT-001336,Female,59,Basic,9.99,50,93.5,14,4,5,1,0
OTT-001337,Female,40,Standard,15.49,59,33.3,20,3,4,0,0
OTT-001338,Male,55,Standard,15.49,10,7.1,1,1,3,2,1
OTT-001339,Male,32,Basic,9.99,45,30.4,27,1,4,0,0
OTT-001340,Male,45,Standard,15.49,29,41.2,1,4,1,1,0
OTT-001341,Female,27,Standard,15.49,36,57.2,12,1,3,1,0
OTT-001342,Male,23,Standard,15.49,22,57.8,4,5,4,2,0
OTT-001343,Male,32,Standard,15.49,29,50.7,33,4,1,1,0
OTT-001344,Male,30,Basic,9.99,32,37.1,12,1,3,0,0
OTT-001345,Female,45,Standard,15.49,41,40.2,47,5,3,2,0
OTT-001346,Male,40,Standard,15.49,43,89.4,6,3,1,2,0
OTT-001347,Male,29,Standard,15.49,50,32.0,2,1,2,0,0
OTT-001348,Female,34,Standard,15.49,6,64.2,9,5,2,1,0
OTT-001349,Male,37,Standard,15.49,58,70.2,29,4,2,0,0
OTT-001350,Male,35,Basic,9.99,31,72.5,15,5,5,1,0
OTT-001351,Male,51,Standard,15.49,16,20.8,5,4,1,0,0
OTT-001352,Female,35,Standard,15.49,50,63.8,26,2,1,1,0
OTT-001353,Female,39,Basic,9.99,18,31.5,4,3,2,1,0
OTT-001354,Female,35,Premium,22.99,56,63.7,8,2,4,0,0
OTT-001355,Male,54,Basic,9.99,53,22.1,1,1,5,2,0
OTT-001356,Female,40,Basic,9.99,13,32.1,11,5,3,0,0
OTT-001357,Female,32,Basic,9.99,28,32.0,21,2,5,1,0
OTT-001358,Male,37,Premium,22.99,19,62.6,1,2,5,1,0
OTT-001359,Male,40,Premium,22.99,6,57.8,4,5,5,0,0
OTT-001360,Female,59,Basic,9.99,41,60.0,2,4,5,0,0
OTT-001361,Female,61,Premium,22.99,54,46.4,19,2,2,1,0
OTT-001362,Female,59,Basic,9.99,35,54.5,11,4,4,0,0
OTT-001363,Male,49,Standard,15.49,23,36.4,2,1,4,1,0
OTT-001364,Female,40,Standard,15.49,35,47.6,7,4,3,0,0
OTT-001365,Male,38,Standard,15.49,41,73.2,30,2,3,2,0
OTT-001366,Female,20,Standard,15.49,42,39.9,0,2,5,1,0
OTT-001367,Female,22,Standard,15.49,38,72.8,1,4,1,2,0
OTT-001368,Male,37,Basic,9.99,12,35.3,14,3,1,0,0
OTT-001369,Female,21,Standard,15.49,55,46.6,19,2,4,0,0
OTT-001370,Female,40,Basic,9.99,31,29.5,9,2,3,1,0
OTT-001371,Female,36,Premium,22.99,47,13.0,29,3,5,0,1
OTT-001372,Female,28,Basic,9.99,38,8.6,24,4,3,1,0
OTT-001373,Male,42,Standard,15.49,2,55.5,0,1,3,1,0
OTT-001374,Male,68,Standard,15.49,19,67.2,18,1,2,1,0
OTT-001375,Female,51,Basic,9.99,17,41.2,9,2,1,0,0
OTT-001376,Male,64,Standard,15.49,34,52.8,22,2,3,0,0
OTT-001377,Male,66,Standard,15.49,32,83.6,20,5,2,0,0
OTT-001378,Female,66,Basic,9.99,18,44.5,2,4,5,0,0
OTT-001379,Female,44,Premium,22.99,13,44.5,14,2,3,0,0
OTT-001380,Male,59,Basic,9.99,17,40.0,13,3,5,0,0
OTT-001381,Female,59,Standard,15.49,37,65.0,12,3,4,1,0
OTT-001382,Female,20,Basic,9.99,22,30.2,17,3,2,0,0
OTT-001383,Female,26,Premium,22.99,4,63.0,4,2,1,1,0
OTT-001384,Female,32,Standard,15.49,44,35.9,8,1,5,3,0
OTT-001385,Female,67,Basic,9.99,22,54.8,17,5,5,1,0
OTT-001386,Male,28,Basic,9.99,50,34.9,29,2,4,0,0
OTT-001387,Female,31,Premium,22.99,57,32.0,7,1,4,0,0
OTT-001388,Male,42,Basic,9.99,58,1.0,14,1,1,0,0
OTT-001389,Female,54,Basic,9.99,12,38.8,31,4,2,0,0
OTT-001390,Female,61,Standard,15.49,46,74.7,4,3,4,1,0
OTT-001391,Female,23,Basic,9.99,53,40.9,46,4,1,1,0
OTT-001392,Male,27,Basic,9.99,8,1.0,2,4,3,0,1
OTT-001393,Male,22,Standard,15.49,35,39.0,11,1,5,1,0
OTT-001394,Female,59,Basic,9.99,29,60.2,6,3,4,1,0
OTT-001395,Male,65,Standard,15.49,39,30.7,13,3,1,0,0
OTT-001396,Female,18,Standard,15.49,19,71.2,3,3,2,1,0
OTT-001397,Female,23,Basic,9.99,58,63.2,29,1,2,1,0
OTT-001398,Male,40,Standard,15.49,42,43.3,16,3,5,2,0
OTT-001399,Male,47,Standard,15.49,35,67.7,3,4,1,3,0
OTT-001400,Female,64,Basic,9.99,27,78.3,20,5,5,2,0
OTT-001401,Male,68,Standard,15.49,43,95.6,27,1,1,0,0
OTT-001402,Female,69,Premium,22.99,42,47.2,18,5,4,2,0
OTT-001403,Male,41,Standard,15.49,45,40.8,8,4,1,0,0
OTT-001404,Male,27,Standard,15.49,59,42.4,20,5,3,1,0
OTT-001405,Female,22,Basic,9.99,28,1.0,6,2,3,2,1
OTT-001406,Female,21,Basic,9.99,2,1.5,7,5,2,2,1
OTT-001407,Male,41,Basic,9.99,43,34.9,12,5,3,1,0
OTT-001408,Male,61,Basic,9.99,26,10.9,1,1,1,0,0
OTT-001409,Male,65,Premium,22.99,8,67.1,1,2,3,1,0
OTT-001410,Male,33,Premium,22.99,22,71.4,5,4,4,1,0
OTT-001411,Male,18,Standard,15.49,33,11.1,24,5,4,0,1
OTT-001412,Male,35,Standard,15.49,7,28.1,18,1,3,1,0
OTT-001413,Female,30,Standard,15.49,54,3.5,2,3,5,2,1
OTT-001414,Male,66,Basic,9.99,33,61.1,15,2,1,0,0
OTT-001415,Female,58,Basic,9.99,59,57.9,15,3,3,2,0
OTT-001416,Male,63,Basic,9.99,12,61.2,3,1,2,2,0
OTT-001417,Male,53,Basic,9.99,14,66.8,29,5,2,0,0
OTT-001418,Female,25,Standard,15.49,41,28.1,0,5,5,0,0
OTT-001419,Male,63,Basic,9.99,50,8.2,7,4,5,0,0
OTT-001420,Female,27,Standard,15.49,7,27.7,8,1,5,2,1
OTT-001421,Male,41,Basic,9.99,9,59.3,3,1,4,1,0
OTT-001422,Female,65,Premium,22.99,13,96.5,10,3,1,0,0
OTT-001423,Female,65,Standard,15.49,27,40.3,12,4,5,0,0
OTT-001424,Female,23,Basic,9.99,1,62.6,43,2,5,0,0
OTT-001425,Male,29,Standard,15.49,59,2.9,6,5,4,1,0
OTT-001426,Male,48,Basic,9.99,45,48.6,5,5,1,0,0
OTT-001427,Male,41,Standard,15.49,12,14.6,18,3,2,0,1
OTT-001428,Male,18,Standard,15.49,39,72.8,9,5,4,0,0
OTT-001429,Female,28,Basic,9.99,52,82.0,2,1,4,0,0
OTT-001430,Female,56,Standard,15.49,42,60.6,5,4,2,1,0
OTT-001431,Male,37,Basic,9.99,21,18.0,2,4,3,1,0
OTT-001432,Male,51,Premium,22.99,15,62.7,3,2,2,0,0
OTT-001433,Female,36,Premium,22.99,18,74.8,7,5,5,0,0
OTT-001434,Female,52,Standard,15.49,9,61.4,2,3,1,0,0
OTT-001435,Male,18,Standard,15.49,58,39.2,4,3,5,1,0
OTT-001436,Male,24,Basic,9.99,55,35.5,28,4,2,0,0
OTT-001437,Female,39,Basic,9.99,6,1.0,1,1,4,1,1
OTT-001438,Male,26,Basic,9.99,6,21.3,1,3,1,2,1
OTT-001439,Female,58,Standard,15.49,19,44.9,2,3,4,0,0
OTT-001440,Male,21,Basic,9.99,50,69.6,4,4,5,0,0
OTT-001441,Male,51,Standard,15.49,18,48.2,6,1,1,0,0
OTT-001442,Female,41,Basic,9.99,7,26.7,19,5,2,1,0
OTT-001443,Female,31,Premium,22.99,49,75.7,6,2,1,1,0
OTT-001444,Female,19,Premium,22.99,31,37.1,5,2,4,0,0
OTT-001445,Male,47,Basic,9.99,47,44.0,6,3,4,1,0
OTT-001446,Male,58,Standard,15.49,51,16.6,20,2,2,1,0
OTT-001447,Female,18,Premium,22.99,2,22.0,7,4,3,0,0
OTT-001448,Male,62,Premium,22.99,13,60.2,0,3,4,1,0
OTT-001449,Female,44,Basic,9.99,36,31.7,35,3,4,1,1
OTT-001450,Male,18,Basic,9.99,46,38.8,3,5,3,1,0
OTT-001451,Female,47,Basic,9.99,31,22.1,6,4,5,3,0
OTT-001452,Male,51,Premium,22.99,36,39.1,3,5,4,1,0
OTT-001453,Female,37,Premium,22.99,58,1.0,0,3,1,1,0
OTT-001454,Female,35,Standard,15.49,16,36.1,5,1,3,1,0
OTT-001455,Male,41,Premium,22.99,15,56.8,6,2,4,1,0
OTT-001456,Male,23,Basic,9.99,33,62.8,14,2,1,0,0
OTT-001457,Male,68,Basic,9.99,46,27.8,16,5,4,1,0
OTT-001458,Female,51,Standard,15.49,42,47.5,4,2,1,1,0
OTT-001459,Female,39,Standard,15.49,8,68.3,6,1,4,1,0
OTT-001460,Female,34,Premium,22.99,50,55.4,0,2,1,0,0
OTT-001461,Female,43,Basic,9.99,31,52.8,3,5,1,1,0
OTT-001462,Female,37,Standard,15.49,16,44.5,2,1,1,0,0
OTT-001463,Male,59,Basic,9.99,10,78.2,4,5,3,1,0
OTT-001464,Male,32,Basic,9.99,57,33.7,13,5,5,0,0
OTT-001465,Male,44,Standard,15.49,47,10.7,30,2,1,2,1
OTT-001466,Female,23,Standard,15.49,11,26.5,15,5,4,0,0
OTT-001467,Male,41,Basic,9.99,10,63.0,87,3,4,0,1
OTT-001468,Male,68,Premium,22.99,8,44.1,5,2,2,0,0
OTT-001469,Female,62,Basic,9.99,52,55.1,7,2,3,1,0
OTT-001470,Male,51,Standard,15.49,4,51.2,2,2,1,0,0
OTT-001471,Male,46,Standard,15.49,42,40.3,11,2,4,0,0
OTT-001472,Female,63,Standard,15.49,43,37.3,9,5,5,0,0
OTT-001473,Male,67,Basic,9.99,13,70.4,10,2,4,2,0
OTT-001474,Male,26,Standard,15.49,36,56.7,1,3,1,1,0
OTT-001475,Male,27,Basic,9.99,45,40.7,0,1,2,0,0
OTT-001476,Male,37,Standard,15.49,31,65.3,7,1,5,1,0
OTT-001477,Female,33,Basic,9.99,21,60.2,14,3,1,0,0
OTT-001478,Female,63,Premium,22.99,9,28.0,0,4,4,0,0
OTT-001479,Male,21,Standard,15.49,44,18.4,4,5,3,2,0
OTT-001480,Male,42,Premium,22.99,45,75.3,45,2,3,0,0
OTT-001481,Female,53,Standard,15.49,50,34.1,7,1,3,0,0
OTT-001482,Female,25,Premium,22.99,36,86.8,3,3,4,0,0
OTT-001483,Male,19,Standard,15.49,25,1.0,13,5,3,0,0
OTT-001484,Male,50,Premium,22.99,4,20.2,3,4,5,0,0
OTT-001485,Male,50,Premium,22.99,1,6.2,0,4,2,0,1
OTT-001486,Female,47,Standard,15.49,1,28.3,72,2,1,0,1
OTT-001487,Male,26,Standard,15.49,41,72.6,11,3,1,0,0
OTT-001488,Female,36,Standard,15.49,35,47.5,14,4,3,1,0
OTT-001489,Female,28,Basic,9.99,57,69.4,3,5,1,0,0
OTT-001490,Male,20,Basic,9.99,48,37.1,4,2,2,2,0
OTT-001491,Female,37,Premium,22.99,34,8.8,0,3,5,1,0
OTT-001492,Female,33,Basic,9.99,17,24.7,38,3,1,0,1
OTT-001493,Female,44,Basic,9.99,34,14.2,6,2,2,0,0
OTT-001494,Female,35,Basic,9.99,31,54.1,6,3,4,0,0
OTT-001495,Female,63,Standard,15.49,48,34.4,3,5,2,0,0
OTT-001496,Female,64,Premium,22.99,51,97.9,11,4,5,3,0
OTT-001497,Male,41,Basic,9.99,41,1.0,14,3,3,0,0
OTT-001498,Male,56,Standard,15.49,12,28.4,12,2,1,1,0
OTT-001499,Male,23,Standard,15.49,16,32.8,0,3,2,2,0
OTT-001500,Female,68,Standard,15.49,33,21.5,19,5,5,1,1
OTT-001501,Male,65,Basic,9.99,24,56.6,6,5,4,0,0
OTT-001502,Male,60,Standard,15.49,44,93.6,1,3,3,1,0
OTT-001503,Female,67,Basic,9.99,58,21.0,0,2,3,0,0
OTT-001504,Male,48,Standard,15.49,32,54.7,33,3,4,0,0
OTT-001505,Male,48,Premium,22.99,59,41.9,66,5,4,0,0
OTT-001506,Male,41,Basic,9.99,59,46.1,17,5,3,1,0
OTT-001507,Male,38,Premium,22.99,52,87.8,8,1,3,1,0
OTT-001508,Male,59,Premium,22.99,40,47.7,7,1,5,0,0
OTT-001509,Female,45,Standard,15.49,19,3.2,9,1,1,0,0
OTT-001510,Female,62,Standard,15.49,18,77.1,22,4,5,0,0
OTT-001511,Female,68,Standard,15.49,28,51.4,22,2,2,1,0
OTT-001512,Male,42,Basic,9.99,35,25.8,7,1,3,0,0
OTT-001513,Male,54,Basic,9.99,25,63.9,12,3,1,0,0
OTT-001514,Female,60,Standard,15.49,40,17.6,20,5,3,0,0
OTT-001515,Male,34,Premium,22.99,56,54.1,10,3,4,1,0
OTT-001516,Male,68,Standard,15.49,47,57.8,3,3,1,1,0
OTT-001517,Female,62,Standard,15.49,37,55.8,16,4,2,2,0
OTT-001518,Male,34,Standard,15.49,29,74.1,1,4,4,1,0
OTT-001519,Female,53,Basic,9.99,25,47.2,1,1,5,0,0
OTT-001520,Female,36,Standard,15.49,1,45.4,16,3,3,1,0
OTT-001521,Male,23,Basic,9.99,14,28.3,16,2,3,0,0
OTT-001522,Female,25,Basic,9.99,40,43.0,14,2,1,2,0
OTT-001523,Male,40,Standard,15.49,57,41.3,2,3,3,0,0
OTT-001524,Female,64,Basic,9.99,36,17.9,4,5,4,0,0
OTT-001525,Male,44,Basic,9.99,6,33.4,2,4,1,2,0
OTT-001526,Male,52,Standard,15.49,39,71.2,2,2,1,2,0
OTT-001527,Male,52,Premium,22.99,24,10.7,5,4,3,0,0
OTT-001528,Female,65,Standard,15.49,1,66.2,1,1,5,0,0
OTT-001529,Female,31,Basic,9.99,36,67.8,9,4,4,0,0
OTT-001530,Male,34,Basic,9.99,4,70.0,2,1,1,0,0
OTT-001531,Female,21,Standard,15.49,6,37.4,13,1,3,1,0
OTT-001532,Male,63,Standard,15.49,33,57.0,7,4,2,0,0
OTT-001533,Female,64,Premium,22.99,43,42.8,8,1,2,0,0
OTT-001534,Female,34,Premium,22.99,58,20.1,3,3,1,2,0
OTT-001535,Female,26,Standard,15.49,41,40.9,20,5,4,0,0
OTT-001536,Male,56,Basic,9.99,48,68.7,0,2,1,1,0
OTT-001537,Female,41,Basic,9.99,53,59.1,22,3,1,1,0
OTT-001538,Male,38,Basic,9.99,27,63.9,12,2,5,0,0
OTT-001539,Female,36,Standard,15.49,23,45.9,12,4,4,0,0
OTT-001540,Female,47,Basic,9.99,49,60.8,43,5,1,1,0
OTT-001541,Female,38,Premium,22.99,58,15.4,29,5,5,2,1
OTT-001542,Male,55,Basic,9.99,56,34.3,8,4,1,2,0
OTT-001543,Female,51,Basic,9.99,39,22.8,9,4,2,2,1
OTT-001544,Female,54,Premium,22.99,55,50.4,0,5,1,1,0
OTT-001545,Female,59,Standard,15.49,40,56.9,2,3,1,1,0
OTT-001546,Female,36,Standard,15.49,1,18.1,26,2,3,0,1
OTT-001547,Female,60,Standard,15.49,59,57.8,22,1,1,1,0
OTT-001548,Male,37,Standard,15.49,4,34.7,10,4,3,1,1
OTT-001549,Female,37,Standard,15.49,39,54.2,1,2,5,2,0
OTT-001550,Female,38,Standard,15.49,47,34.7,9,5,4,3,0
OTT-001551,Male,24,Basic,9.99,59,62.0,3,4,3,0,0
OTT-001552,Female,27,Basic,9.99,32,37.6,14,4,3,1,0
