Age,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Churn
25.0,9.99,49.0,52.6,24.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
57.0,15.49,18.0,23.0,22.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
19.0,15.49,14.0,50.9,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
68.0,22.99,39.0,60.0,19.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
58.0,15.49,52.0,11.2,18.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0
39.0,9.99,19.0,71.4,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
28.0,22.99,1.0,24.4,21.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1
60.0,9.99,35.0,36.6,15.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
51.0,9.99,41.0,42.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18.0,9.99,22.0,71.2,0.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,8.0,58.4,4.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
50.0,9.99,40.0,31.2,13.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0
43.0,15.49,24.0,11.7,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
55.0,22.99,34.0,50.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
42.0,22.99,45.0,75.3,45.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,15.49,41.0,70.4,26.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
65.0,22.99,45.0,35.7,10.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
18.0,22.99,32.0,62.7,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
38.0,22.99,58.0,15.4,29.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1
19.0,15.49,5.0,60.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
57.0,15.49,34.0,16.9,19.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29.0,15.49,10.0,50.1,44.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
67.0,9.99,57.0,70.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
63.0,15.49,34.0,38.0,24.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
47.0,9.99,50.0,72.6,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
47.0,9.99,47.0,36.7,6.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
34.0,9.99,58.0,25.4,13.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
40.0,9.99,21.0,31.5,7.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0
68.0,22.99,27.0,39.0,41.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
52.0,22.99,42.0,29.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
61.0,15.49,46.0,39.6,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
19.0,9.99,10.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
69.0,9.99,18.0,81.7,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
52.0,9.99,52.0,38.2,6.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
35.0,15.49,54.0,50.9,16.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
28.0,22.99,20.0,54.1,5.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0
32.0,15.49,44.0,35.9,8.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0
24.0,22.99,58.0,40.7,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0
20.0,15.49,10.0,54.5,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
63.0,9.99,2.0,11.5,7.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
65.0,15.49,49.0,32.0,8.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0
25.0,15.49,22.0,43.2,13.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43.0,22.99,1.0,30.2,42.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1
42.0,9.99,13.0,44.5,24.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,53.0,36.3,5.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0
26.0,9.99,3.0,39.1,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
46.0,22.99,35.0,59.4,20.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
47.0,15.49,35.0,37.2,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
53.0,15.49,50.0,29.4,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,15.49,30.0,18.1,7.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
43.0,9.99,24.0,62.2,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,25.0,76.7,7.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
37.0,15.49,58.0,70.2,29.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
32.0,9.99,55.0,25.2,8.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
47.0,9.99,31.0,22.1,6.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0
25.0,15.49,25.0,37.7,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
22.0,9.99,50.0,39.7,11.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
20.0,15.49,45.0,29.8,17.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
57.0,15.49,43.0,41.9,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
39.0,9.99,53.0,26.9,1.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0
65.0,9.99,41.0,71.7,16.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
29.0,15.49,9.0,1.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
45.0,15.49,3.0,40.4,20.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1
41.0,9.99,27.0,50.2,43.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
45.0,22.99,28.0,23.2,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
63.0,22.99,19.0,34.5,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
63.0,9.99,39.0,15.7,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
20.0,9.99,4.0,23.1,11.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
45.0,15.49,58.0,38.7,3.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0
20.0,15.49,6.0,31.9,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
26.0,15.49,21.0,74.5,5.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
37.0,15.49,57.0,76.8,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
45.0,15.49,38.0,66.5,10.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
25.0,15.49,44.0,63.8,23.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
40.0,15.49,42.0,43.3,16.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0
61.0,15.49,18.0,28.8,10.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
65.0,22.99,40.0,32.9,11.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
24.0,9.99,6.0,69.1,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
23.0,15.49,37.0,28.3,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
35.0,15.49,57.0,89.1,24.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
69.0,15.49,58.0,43.8,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,9.99,54.0,43.4,15.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
27.0,15.49,52.0,36.3,0.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0
40.0,9.99,25.0,40.7,6.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
37.0,9.99,54.0,1.0,14.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
52.0,15.49,53.0,48.5,38.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46.0,22.99,35.0,46.8,9.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1
23.0,15.49,33.0,107.8,45.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
30.0,9.99,30.0,50.7,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
22.0,15.49,56.0,13.6,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
53.0,9.99,58.0,43.1,46.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
18.0,9.99,19.0,51.8,9.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
29.0,15.49,59.0,90.6,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0
47.0,9.99,42.0,51.0,1.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0
40.0,22.99,48.0,19.9,11.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
33.0,15.49,37.0,40.8,16.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0
60.0,9.99,14.0,69.2,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
25.0,15.49,51.0,6.6,28.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
28.0,9.99,38.0,8.6,24.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
38.0,9.99,53.0,18.6,0.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
32.0,22.99,50.0,53.5,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0
53.0,9.99,47.0,98.6,15.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
38.0,15.49,9.0,76.6,19.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
28.0,15.49,56.0,1.0,12.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
41.0,9.99,59.0,46.1,17.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
31.0,15.49,51.0,67.4,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
19.0,15.49,52.0,2.3,12.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
67.0,9.99,27.0,87.4,28.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
23.0,15.49,19.0,57.0,34.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,9.99,14.0,57.2,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
64.0,15.49,42.0,37.8,4.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
53.0,22.99,42.0,52.1,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0
34.0,15.49,38.0,45.3,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
42.0,22.99,54.0,14.8,4.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
37.0,9.99,29.0,90.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
40.0,15.49,45.0,69.4,0.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
68.0,9.99,29.0,16.1,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
28.0,9.99,52.0,82.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
65.0,22.99,46.0,55.6,2.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0
20.0,15.49,57.0,35.4,6.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,9.99,52.0,1.0,65.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
65.0,9.99,2.0,16.3,8.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1
61.0,9.99,58.0,81.1,14.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
62.0,9.99,14.0,24.6,3.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
35.0,15.49,5.0,15.4,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1
42.0,15.49,41.0,1.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
32.0,9.99,28.0,32.0,21.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
35.0,22.99,47.0,66.0,37.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
22.0,9.99,36.0,48.1,20.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
55.0,9.99,33.0,20.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
18.0,15.49,54.0,61.3,52.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
34.0,9.99,43.0,18.6,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
55.0,15.49,52.0,41.7,12.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
29.0,9.99,58.0,43.2,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0
24.0,22.99,5.0,30.2,2.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0
27.0,15.49,55.0,64.8,25.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
58.0,22.99,12.0,8.6,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0
30.0,9.99,49.0,1.0,32.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
31.0,9.99,51.0,11.6,12.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
59.0,9.99,29.0,40.1,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
36.0,9.99,11.0,49.7,6.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
48.0,22.99,45.0,28.3,8.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0
64.0,9.99,29.0,49.5,11.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
64.0,9.99,39.0,58.4,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
57.0,9.99,43.0,52.7,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
34.0,15.49,51.0,104.4,12.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
59.0,22.99,3.0,14.7,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
23.0,9.99,44.0,78.7,12.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
63.0,22.99,24.0,28.1,5.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
61.0,9.99,37.0,35.9,2.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
65.0,15.49,29.0,61.6,25.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
24.0,15.49,31.0,47.9,5.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
34.0,15.49,11.0,5.6,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1
59.0,9.99,4.0,59.3,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
21.0,15.49,9.0,45.2,23.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0
50.0,15.49,23.0,44.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
30.0,9.99,8.0,30.9,9.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
54.0,22.99,59.0,31.3,15.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
19.0,15.49,20.0,34.8,34.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1
30.0,15.49,14.0,78.4,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
48.0,22.99,25.0,48.4,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
21.0,22.99,36.0,63.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
34.0,15.49,20.0,47.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
47.0,15.49,38.0,42.4,17.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
61.0,22.99,25.0,44.2,7.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0
21.0,15.49,6.0,37.4,13.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
48.0,22.99,5.0,19.5,12.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
41.0,9.99,41.0,1.0,14.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
56.0,9.99,58.0,20.0,24.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1
33.0,9.99,51.0,79.7,16.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,22.99,16.0,98.9,35.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0
22.0,15.49,27.0,61.7,8.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0
47.0,22.99,38.0,39.9,8.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
26.0,22.99,51.0,85.1,40.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
23.0,22.99,14.0,66.1,50.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
41.0,9.99,8.0,89.9,3.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
47.0,9.99,25.0,22.5,22.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1
32.0,15.49,54.0,86.5,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
49.0,15.49,18.0,31.3,4.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1
28.0,22.99,9.0,84.1,10.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
56.0,15.49,26.0,44.2,12.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
44.0,22.99,33.0,1.0,15.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1
57.0,22.99,44.0,59.4,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0
37.0,22.99,12.0,60.5,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
41.0,22.99,44.0,39.7,11.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
50.0,9.99,7.0,40.1,2.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
37.0,9.99,1.0,55.1,9.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
48.0,9.99,32.0,40.6,2.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
49.0,15.49,57.0,21.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
69.0,15.49,30.0,34.9,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
48.0,9.99,58.0,44.1,7.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
54.0,9.99,25.0,63.9,12.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
54.0,15.49,27.0,65.0,15.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
21.0,9.99,50.0,69.6,4.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
66.0,22.99,21.0,22.7,0.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
65.0,9.99,17.0,1.0,2.0,5.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1
59.0,9.99,34.0,47.8,7.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
60.0,15.49,51.0,1.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
53.0,15.49,40.0,65.3,18.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0
43.0,9.99,17.0,34.8,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
39.0,15.49,47.0,55.5,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
54.0,15.49,56.0,30.5,3.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
26.0,9.99,14.0,23.5,35.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
26.0,9.99,8.0,42.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
27.0,15.49,5.0,40.5,13.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1
68.0,22.99,14.0,1.0,7.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0
18.0,9.99,21.0,45.9,6.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
59.0,9.99,52.0,3.6,20.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
23.0,22.99,50.0,62.4,18.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0
34.0,9.99,16.0,22.2,6.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1
64.0,22.99,52.0,34.8,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0
64.0,22.99,14.0,57.6,9.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1
67.0,9.99,56.0,47.0,13.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,15.49,38.0,58.2,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
53.0,15.49,44.0,81.5,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
50.0,9.99,56.0,69.8,4.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
49.0,15.49,48.0,91.3,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
49.0,22.99,3.0,63.8,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
63.0,9.99,52.0,3.4,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
40.0,22.99,16.0,115.1,49.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
26.0,15.49,48.0,13.6,33.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
39.0,15.49,59.0,45.7,10.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
32.0,15.49,51.0,34.1,15.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
68.0,15.49,25.0,75.3,18.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
67.0,9.99,7.0,59.4,24.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
41.0,9.99,9.0,59.3,3.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
29.0,9.99,22.0,33.5,2.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
42.0,9.99,50.0,43.8,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
65.0,15.49,15.0,53.1,18.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
45.0,15.49,54.0,10.5,6.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0
51.0,9.99,38.0,64.2,16.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0
60.0,9.99,4.0,65.9,6.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
66.0,22.99,58.0,39.7,10.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
19.0,15.49,58.0,52.6,8.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
63.0,9.99,8.0,38.3,23.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
27.0,15.49,34.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
39.0,15.49,30.0,25.4,14.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
19.0,22.99,56.0,86.1,3.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
39.0,9.99,6.0,43.7,48.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1
27.0,15.49,36.0,57.2,12.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
42.0,9.99,38.0,35.7,14.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
61.0,9.99,21.0,46.5,12.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
55.0,22.99,53.0,51.4,14.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
25.0,15.49,10.0,84.5,13.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
48.0,15.49,45.0,29.9,29.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0
26.0,15.49,14.0,61.5,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
58.0,9.99,37.0,40.6,39.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
18.0,15.49,7.0,79.2,7.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
52.0,9.99,49.0,32.8,17.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
59.0,15.49,3.0,20.4,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
20.0,9.99,22.0,30.2,17.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
34.0,9.99,14.0,11.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
68.0,15.49,45.0,58.2,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
52.0,9.99,36.0,54.1,10.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
36.0,15.49,32.0,26.7,4.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
38.0,15.49,41.0,68.2,16.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
26.0,9.99,22.0,1.7,19.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
